 12101004 0 1804 1.71269 4.68145e-05 PXB
 12101004 1 1616 1.48464 3.86728e-05 PXB
 12101004 2 1135 1.71915 8.23992e-05 PXB
 12101004 3 815 1.70962 0.000110267 PXB
 12101004 4 609 1.93457 0.000200928 PXB
 12101004 5 442 1.92907 0.000262219 PXB
 12101004 6 287 1.9087 0.000395973 PXB
 12101004 7 174 1.86569 0.000637287 PXB
 12101004 8 1917 1.64637 4.09066e-05 PXB
 12101004 9 1751 1.53936 3.64999e-05 PXB
 12101004 10 1344 1.75979 6.65723e-05 PXB
 12101004 11 1000 1.6874 8.04874e-05 PXB
 12101004 12 648 1.81474 0.00014234 PXB
 12101004 13 533 1.77129 0.000174716 PXB
 12101004 14 337 1.76197 0.000288211 PXB
 12101004 15 216 1.74983 0.000392008 PXB
 12101008 0 2850 1.70443 3.55213e-05 PXB
 12101008 1 2783 1.4455 2.44269e-05 PXB
 12101008 2 2533 1.57751 3.18361e-05 PXB
 12101008 3 2228 1.69705 4.09075e-05 PXB
 12101008 4 2564 1.84763 4.25891e-05 PXB
 12101008 5 2238 1.75362 4.17256e-05 PXB
 12101008 6 2515 1.94461 5.06342e-05 PXB
 12101008 7 2344 1.60264 3.19288e-05 PXB
 12101008 8 2000 1.70526 4.83048e-05 PXB
 12101008 9 2938 1.48105 2.42551e-05 PXB
 12101008 10 2874 1.55716 2.50236e-05 PXB
 12101008 11 2546 1.62493 3.07262e-05 PXB
 12101008 12 2237 2.02746 5.52938e-05 PXB
 12101008 13 2469 1.98622 4.82351e-05 PXB
 12101008 14 2193 1.82918 4.5793e-05 PXB
 12101008 15 2030 1.96198 5.65533e-05 PXB
 1210100c 0 2000 1.4212 4.68992e-05 PXB
 1210100c 1 2000 1.61045 5.74619e-05 PXB
 1210100c 2 2000 1.61075 5.81149e-05 PXB
 1210100c 3 2000 1.48308 4.41392e-05 PXB
 1210100c 4 2000 1.67987 5.31385e-05 PXB
 1210100c 5 2000 1.64308 4.79624e-05 PXB
 1210100c 6 2000 1.527 4.20271e-05 PXB
 1210100c 7 2000 1.75999 5.51469e-05 PXB
 1210100c 8 2000 1.54354 5.52183e-05 PXB
 1210100c 9 2000 1.46309 4.75738e-05 PXB
 1210100c 10 2000 1.55192 5.19347e-05 PXB
 1210100c 11 2000 1.57283 4.88902e-05 PXB
 1210100c 12 2000 1.68228 5.3526e-05 PXB
 1210100c 13 2000 1.66225 4.94206e-05 PXB
 1210100c 14 2000 1.55949 4.18765e-05 PXB
 1210100c 15 2000 1.67275 4.72155e-05 PXB
 12101010 0 2000 1.57374 6.9147e-05 PXB
 12101010 1 2000 1.7565 8.80286e-05 PXB
 12101010 2 2000 1.80952 9.44828e-05 PXB
 12101010 3 2000 1.75076 8.32847e-05 PXB
 12101010 4 2000 1.27313 4.11961e-05 PXB
 12101010 5 2000 1.54242 6.17804e-05 PXB
 12101010 6 2000 1.50315 5.58237e-05 PXB
 12101010 7 2000 1.80717 7.9347e-05 PXB
 12101010 8 2000 1.61999 7.88407e-05 PXB
 12101010 9 2000 1.61587 7.52412e-05 PXB
 12101010 10 2000 1.7783 8.90415e-05 PXB
 12101010 11 2000 2.06953 0.000117051 PXB
 12101010 12 2000 1.40877 5.20907e-05 PXB
 12101010 13 2000 1.50694 5.95823e-05 PXB
 12101010 14 2000 1.74764 7.58812e-05 PXB
 12101010 15 2000 1.8317 8.11388e-05 PXB
 12101014 0 2000 1.62706 6.59634e-05 PXB
 12101014 1 2000 1.40307 4.93091e-05 PXB
 12101014 2 2000 1.48863 6.20261e-05 PXB
 12101014 3 2000 1.5108 5.98339e-05 PXB
 12101014 4 2000 1.5838 6.79632e-05 PXB
 12101014 5 2000 1.71283 8.40199e-05 PXB
 12101014 6 2000 1.60646 7.41735e-05 PXB
 12101014 7 2000 1.56046 7.18856e-05 PXB
 12101014 8 2000 1.63819 6.47821e-05 PXB
 12101014 9 2000 1.60101 6.7797e-05 PXB
 12101014 10 2000 1.58853 6.82168e-05 PXB
 12101014 11 2000 1.67952 7.94746e-05 PXB
 12101014 12 2000 1.58755 7.44081e-05 PXB
 12101014 13 2000 1.53592 6.66005e-05 PXB
 12101014 14 2000 1.43929 6.03131e-05 PXB
 12101014 15 2000 1.50899 6.85279e-05 PXB
 12101018 0 2000 1.66242 4.95638e-05 PXB
 12101018 1 2000 1.82538 6.30024e-05 PXB
 12101018 2 2000 1.98345 7.90624e-05 PXB
 12101018 3 2000 1.84132 6.9855e-05 PXB
 12101018 4 2000 1.60691 5.32174e-05 PXB
 12101018 5 2000 1.67952 6.33718e-05 PXB
 12101018 6 2000 1.54076 5.57336e-05 PXB
 12101018 7 2000 1.59786 6.36769e-05 PXB
 12101018 8 2000 1.71701 5.15109e-05 PXB
 12101018 9 2000 1.6528 4.84039e-05 PXB
 12101018 10 2000 1.74201 5.69396e-05 PXB
 12101018 11 2000 1.62826 5.30671e-05 PXB
 12101018 12 2000 1.68304 5.8793e-05 PXB
 12101018 13 2000 1.61817 5.66609e-05 PXB
 12101018 14 2000 1.44621 4.72333e-05 PXB
 12101018 15 2000 1.49011 5.15975e-05 PXB
 1210101c 0 2430 1.57137 3.0723e-05 PXB
 1210101c 1 2450 1.48455 2.79212e-05 PXB
 1210101c 2 2179 1.77549 4.72048e-05 PXB
 1210101c 3 2419 1.55058 3.33999e-05 PXB
 1210101c 4 2781 1.54067 3.07853e-05 PXB
 1210101c 5 2938 1.50993 2.62522e-05 PXB
 1210101c 6 2000 1.60065 4.20495e-05 PXB
 1210101c 7 2000 1.59983 4.45299e-05 PXB
 1210101c 8 2110 1.59882 3.52272e-05 PXB
 1210101c 9 2117 1.63806 3.69578e-05 PXB
 1210101c 10 2444 1.45214 2.46293e-05 PXB
 1210101c 11 2814 1.59853 2.64841e-05 PXB
 1210101c 12 2000 1.46828 3.35072e-05 PXB
 1210101c 13 2000 1.5787 4.04291e-05 PXB
 1210101c 14 2000 1.52284 3.70627e-05 PXB
 1210101c 15 2000 1.45761 3.60869e-05 PXB
 12101020 0 275 1.429 0.000217565 PXB
 12101020 1 416 1.54935 0.000166018 PXB
 12101020 2 664 1.4603 8.99207e-05 PXB
 12101020 3 854 1.5051 7.713e-05 PXB
 12101020 4 1214 1.5093 5.30323e-05 PXB
 12101020 5 1562 1.53799 4.28782e-05 PXB
 12101020 6 2090 1.50758 3.0694e-05 PXB
