 0 0 4 0.334401 1.0419 0.00192424 0.990526 1.90188 0.0166346 0.00947402 2.80209 0.202879 1.33312e-12 1.00753 1826 3
 0 0 5 0.408712 1.0034 0.0016649 0.985983 1.77784 0.0173737 0.0140174 2.45521 1.99996e-05 2.72313e-16 0.970942 2103 1
 0 0 6 0.483023 0.984964 0.00156501 0.957063 1.543 0.00935707 0.0351229 2.22065 0.0199954 0.00781396 0.978663 2389 3
 0 0 7 0.557335 0.979896 0.00149376 0.929579 1.42354 0.00706619 0.0510161 2.08367 0.013608 0.0194049 0.947338 2238 3
 0 0 8 0.631646 0.97413 0.00142561 0.903608 1.32656 0.00624712 0.0690102 1.92778 0.0105991 0.027382 0.981659 2276 3
 0 0 9 0.705957 0.977476 0.00136813 0.891132 1.2735 0.00611253 0.0684001 1.84151 0.00950932 0.0404674 0.999176 2288 3
 0 0 10 0.780268 0.972398 0.00141626 0.859162 1.1986 0.0055861 0.0833626 1.70671 0.00645123 0.0574754 0.969401 1996 3
 0 0 11 0.85458 0.97726 0.00148207 0.84633 1.16125 0.00659892 0.0772926 1.62768 0.00538248 0.0763771 0.97686 1862 3
 0 0 12 0.928891 0.975387 0.00182834 0.791095 1.10932 0.00601482 0.127155 1.54348 0.00648623 0.0817495 0.933681 1666 3
 0 0 13 1.0032 0.97663 0.00240257 0.797417 1.08881 0.00943136 0.104394 1.47639 0.00575033 0.0981889 0.969116 1438 3
 0 0 14 1.07751 0.976802 0.00312986 0.745783 1.07305 0.00869522 0.139658 1.40423 0.00460843 0.114559 0.940515 1350 3
 0 0 15 1.15182 0.970766 0.00334408 0.629769 1.03996 0 0.24579 1.35371 0.00466284 0.124441 0.908162 1163 3
 0 0 16 1.22614 0.971148 0.00634838 0.605547 1.02584 0 0.245699 1.29766 0.00478671 0.148754 0.927914 1016 3

 0 1 4 0.311294 1.05434 0.00209312 0.993163 2.07839 0 0.00683747 3.28536 0.212431 1.42717e-13 1.05888 1739 3
 0 1 5 0.380471 1.0132 0.000280171 0.980972 1.81105 0 0.0190275 2.57678 0.345038 1.35859e-12 0.992453 2185 2
 0 1 6 0.449648 0.98969 0.00160973 0.962918 1.61825 0 0.0319447 2.29758 0.00615268 0.00513701 0.97116 2311 3
 0 1 7 0.518824 0.981885 0.00153875 0.938681 1.47618 0 0.0496731 2.17041 0.0183997 0.0116463 0.956546 2197 3
 0 1 8 0.588001 0.974481 0.00140949 0.903171 1.36964 0 0.0672508 2.02343 0.0100909 0.0295785 0.945234 2299 3
 0 1 9 0.657177 0.975156 0.00142692 0.870766 1.28852 0 0.0792421 1.90101 0.00697068 0.049992 0.967297 2148 3
 0 1 10 0.726354 0.972699 0.00140941 0.8479 1.22611 0 0.0955584 1.79029 0.00660939 0.0565411 0.975331 2063 3
 0 1 11 0.79553 0.974453 0.00145154 0.822314 1.17622 0 0.090111 1.69684 0.00491814 0.0875753 0.970294 1851 3
 0 1 12 0.864707 0.978834 0.00155675 0.79092 1.13667 0 0.117246 1.61175 0.00527366 0.0918342 0.991657 1763 3
 0 1 13 0.933883 0.972047 0.00187014 0.743143 1.10504 0 0.142607 1.53129 0.00446063 0.114251 0.946489 1492 3
 0 1 14 1.00306 0.970145 0.00212733 0.69493 1.07957 0 0.19059 1.46725 0.00502619 0.11448 0.905636 1345 3
 0 1 15 1.07224 0.98243 0.00307457 0.71573 1.05895 0 0.135316 1.4137 0.00423248 0.148955 1.00408 1265 3
 0 1 16 1.14141 0.965876 0.00319114 0.625922 1.0422 0 0.238694 1.36076 0.00426421 0.135384 0.874422 1054 3

 0 2 4 0.291304 1.07482 0.00216739 0.998991 2.17457 0 0.0010092 3.25039 0.298777 2.06283e-07 1.05261 1711 3
 0 2 5 0.356038 1.02406 0.000134199 0.98037 1.89536 0 0.0196304 2.69171 0.366811 2.46983e-14 0.982633 2195 2
 0 2 6 0.420772 0.996081 0.000107528 0.976563 1.69144 0 0.0234371 2.40663 0.272939 1.15133e-11 0.979126 2300 2
 0 2 7 0.485506 0.985717 0.00157177 0.933262 1.53938 0 0.0520268 2.21088 0.0175664 0.0147111 0.965553 2135 3
 0 2 8 0.55024 0.975024 0.00141658 0.909672 1.42409 0 0.0543581 2.08924 0.0119967 0.0359702 0.984816 2357 3
 0 2 9 0.614975 0.973654 0.00137301 0.869724 1.33542 0 0.0746826 1.97147 0.00716793 0.0555932 0.975839 2344 3
 0 2 10 0.679709 0.969215 0.00137155 0.856518 1.26637 0 0.0825099 1.87467 0.00586397 0.0609718 0.950205 2082 3
 0 2 11 0.744443 0.972626 0.00145871 0.833513 1.2119 0 0.0877879 1.7564 0.00562774 0.078699 0.989484 1878 3
 0 2 12 0.809177 0.972094 0.00159747 0.778153 1.16769 0 0.112194 1.68947 0.00468826 0.109653 0.982285 1720 3
 0 2 13 0.873911 0.97154 0.00173158 0.770561 1.13205 0 0.114148 1.59932 0.00421667 0.115291 0.981412 1571 3
 0 2 14 0.938645 0.971468 0.00205408 0.727471 1.1031 0 0.132043 1.53285 0.00436997 0.140486 1.00039 1348 3
 0 2 15 1.00338 0.966616 0.00214244 0.714603 1.07946 0 0.158509 1.46203 0.00465057 0.126888 0.931443 1187 3
 0 2 16 1.06811 0.970742 0.00279722 0.691959 1.06006 0 0.178912 1.4113 0.00430734 0.129129 0.931407 1094 3

 0 3 4 0.274228 1.09204 0.00213681 0.999439 2.26515 0 0.000560939 3.36113 0.298777 9.45821e-08 1.10006 1790 3
